Item#,Total sales,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24,Total Sale,Sold out?,Sold out time
1386,4178,0.120,0.034,0.018,0.052,0.046,0.050,0.079,0.022,0.053,0.033,0.011,0.057,0.033,0.055,0.035,0.033,0.033,0.033,0.042,0.027,0.035,0.016,0.000,0.033,0.950,0,
1387,2997,0.106,0.054,0.054,0.034,0.073,0.023,0.067,0.033,0.073,0.078,0.026,0.009,0.023,0.034,0.044,0.041,0.045,0.038,0.027,0.029,0.044,0.030,0.002,0.010,0.997,0,
1388,5265,0.122,0.071,0.010,0.071,0.055,0.018,0.011,0.027,0.071,0.070,0.070,0.014,0.006,0.105,0.041,0.035,0.022,0.028,0.019,0.028,0.017,0.047,0.007,0.034,1.000,0,
1389,9949,0.123,0.007,0.033,0.005,0.011,0.041,0.037,0.050,0.055,0.070,0.048,0.040,0.041,0.034,0.048,0.040,0.033,0.033,0.022,0.026,0.005,0.031,0.039,0.044,0.917,0,
1390,4352,0.148,0.023,0.024,0.051,0.073,0.012,0.056,0.073,0.074,0.034,0.083,0.069,0.002,0.003,0.039,0.039,0.039,0.045,0.020,0.013,0.034,0.000,0.046,0.000,1.000,1,
1391,6335,0.112,0.033,0.043,0.026,0.034,0.023,0.028,0.014,0.067,0.055,0.018,0.038,0.074,0.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1392,4604,0.107,0.068,0.032,0.026,0.014,0.063,0.057,0.066,0.040,0.074,0.045,0.076,0.054,0.234,0.044,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1393,6079,0.144,0.048,0.024,0.057,0.062,0.026,0.048,0.024,0.059,0.069,0.056,0.051,0.064,0.043,0.031,0.043,0.034,0.028,0.048,0.002,0.023,0.008,0.009,0.000,1.000,1,
1394,4162,0.149,0.080,0.073,0.045,0.047,0.013,0.073,0.042,0.051,0.027,0.014,0.071,0.001,0.034,0.028,0.029,0.033,0.044,0.019,0.039,0.013,0.004,0.026,0.031,0.985,0,
1395,6569,0.140,0.043,0.052,0.047,0.078,0.029,0.026,0.030,0.041,0.066,0.002,0.019,0.026,0.003,0.034,0.030,0.047,0.045,0.022,0.034,0.011,0.033,0.039,0.019,0.917,0,
1396,4023,0.133,0.039,0.058,0.070,0.015,0.049,0.059,0.033,0.053,0.054,0.000,0.019,0.033,0.125,0.038,0.039,0.021,0.024,0.044,0.039,0.007,0.033,0.004,0.003,0.991,0,
1397,5124,0.117,0.011,0.020,0.035,0.008,0.067,0.029,0.014,0.032,0.057,0.015,0.032,0.028,0.034,0.041,0.038,0.043,0.028,0.004,0.024,0.027,0.026,0.007,0.049,0.786,0,
1398,6074,0.140,0.054,0.017,0.015,0.064,0.074,0.038,0.025,0.049,0.004,0.029,0.047,0.015,0.107,0.050,0.044,0.024,0.048,0.037,0.050,0.003,0.030,0.030,0.005,1.000,0,
1399,3519,0.148,0.030,0.018,0.008,0.047,0.072,0.000,0.073,0.054,0.002,0.023,0.062,0.039,0.125,0.027,0.036,0.029,0.030,0.004,0.023,0.007,0.029,0.010,0.046,0.943,0,
1400,5647,0.132,0.078,0.083,0.002,0.046,0.066,0.018,0.073,0.040,0.045,0.002,0.048,0.027,0.195,0.028,0.049,0.027,0.025,0.002,0.015,0.000,0.000,0.000,0.000,1.000,1,
1401,3824,0.124,0.033,0.042,0.026,0.066,0.010,0.063,0.062,0.033,0.062,0.044,0.075,0.044,0.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1402,3980,0.149,0.071,0.005,0.057,0.067,0.027,0.060,0.001,0.076,0.035,0.008,0.026,0.038,0.015,0.027,0.026,0.021,0.045,0.004,0.038,0.039,0.017,0.011,0.012,0.877,0,
1403,5311,0.143,0.019,0.001,0.003,0.050,0.041,0.025,0.005,0.082,0.077,0.067,0.036,0.036,0.044,0.046,0.050,0.050,0.020,0.034,0.009,0.047,0.040,0.019,0.013,0.956,0,
1404,4318,0.131,0.069,0.079,0.066,0.049,0.069,0.008,0.073,0.045,0.051,0.009,0.080,0.010,0.070,0.048,0.043,0.025,0.030,0.003,0.003,0.031,0.008,0.000,0.000,1.000,1,
1405,3860,0.124,0.059,0.021,0.070,0.006,0.049,0.038,0.029,0.021,0.011,0.061,0.055,0.031,0.022,0.047,0.035,0.020,0.044,0.006,0.015,0.031,0.039,0.040,0.002,0.876,0,
1406,4076,0.136,0.068,0.037,0.026,0.083,0.074,0.048,0.049,0.056,0.046,0.046,0.042,0.066,0.011,0.033,0.050,0.028,0.027,0.048,0.014,0.010,0.000,0.000,0.000,1.000,1,
1407,5455,0.110,0.054,0.035,0.052,0.047,0.066,0.039,0.051,0.055,0.033,0.028,0.049,0.071,0.109,0.041,0.025,0.030,0.034,0.023,0.018,0.029,0.000,0.000,0.000,1.000,1,
1408,4323,0.142,0.009,0.063,0.047,0.014,0.062,0.007,0.031,0.035,0.081,0.067,0.053,0.055,0.071,0.049,0.025,0.033,0.027,0.008,0.029,0.030,0.033,0.002,0.024,0.998,0,
1409,4755,0.140,0.022,0.007,0.015,0.083,0.045,0.021,0.021,0.032,0.004,0.025,0.055,0.081,0.025,0.028,0.021,0.046,0.028,0.034,0.045,0.049,0.024,0.007,0.045,0.906,0,
1410,3704,0.143,0.023,0.010,0.040,0.048,0.023,0.000,0.063,0.065,0.082,0.059,0.065,0.024,0.028,0.022,0.043,0.034,0.046,0.046,0.030,0.024,0.023,0.033,0.025,1.000,0,
1411,4071,0.119,0.082,0.059,0.069,0.011,0.061,0.050,0.014,0.026,0.064,0.072,0.023,0.006,0.192,0.022,0.029,0.041,0.021,0.016,0.018,0.004,0.000,0.000,0.000,1.000,1,
1412,4715,0.110,0.004,0.016,0.057,0.009,0.033,0.065,0.064,0.043,0.047,0.055,0.026,0.069,0.073,0.026,0.032,0.043,0.024,0.010,0.007,0.024,0.048,0.031,0.003,0.923,0,
1413,4625,0.107,0.042,0.058,0.047,0.053,0.065,0.001,0.077,0.050,0.056,0.063,0.075,0.001,0.091,0.042,0.044,0.046,0.049,0.032,0.000,0.000,0.000,0.000,0.000,1.000,1,
1414,4243,0.146,0.035,0.061,0.051,0.051,0.066,0.018,0.003,0.065,0.081,0.053,0.072,0.052,0.167,0.044,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1415,5293,0.118,0.062,0.005,0.035,0.029,0.060,0.001,0.070,0.024,0.066,0.021,0.071,0.064,0.011,0.024,0.046,0.027,0.043,0.024,0.044,0.003,0.028,0.034,0.020,0.927,0,
1416,2821,0.119,0.013,0.007,0.054,0.041,0.075,0.014,0.006,0.022,0.054,0.013,0.056,0.036,0.034,0.029,0.029,0.023,0.029,0.026,0.005,0.029,0.022,0.033,0.006,0.775,0,
1417,4168,0.113,0.045,0.035,0.024,0.074,0.071,0.025,0.054,0.062,0.069,0.015,0.016,0.041,0.105,0.043,0.031,0.027,0.037,0.022,0.027,0.044,0.020,0.000,0.000,1.000,1,
1418,3424,0.103,0.005,0.017,0.023,0.082,0.058,0.052,0.041,0.053,0.081,0.044,0.028,0.052,0.016,0.043,0.023,0.028,0.026,0.039,0.045,0.014,0.004,0.025,0.034,0.935,0,
1419,3479,0.138,0.011,0.067,0.028,0.049,0.074,0.073,0.048,0.032,0.046,0.045,0.018,0.025,0.090,0.036,0.043,0.024,0.035,0.000,0.013,0.012,0.015,0.009,0.001,0.932,0,
1420,2802,0.128,0.033,0.004,0.072,0.076,0.048,0.010,0.055,0.067,0.021,0.073,0.078,0.017,0.022,0.040,0.044,0.049,0.043,0.017,0.032,0.029,0.014,0.025,0.000,1.000,1,
1421,3026,0.130,0.056,0.005,0.047,0.045,0.045,0.056,0.002,0.004,0.047,0.054,0.021,0.065,0.047,0.032,0.030,0.022,0.035,0.041,0.029,0.030,0.013,0.038,0.000,0.895,0,
1422,4553,0.118,0.071,0.010,0.038,0.068,0.028,0.031,0.074,0.057,0.058,0.072,0.039,0.055,0.078,0.031,0.037,0.022,0.047,0.019,0.001,0.035,0.012,0.000,0.000,1.000,1,
1423,6060,0.136,0.016,0.056,0.050,0.021,0.077,0.043,0.014,0.061,0.003,0.021,0.043,0.039,0.072,0.021,0.040,0.032,0.029,0.015,0.009,0.044,0.038,0.009,0.006,0.896,0,
1424,3635,0.120,0.022,0.034,0.059,0.028,0.060,0.047,0.071,0.077,0.028,0.074,0.061,0.033,0.035,0.046,0.035,0.026,0.049,0.004,0.042,0.046,0.001,0.000,0.000,1.000,1,
1425,2882,0.111,0.000,0.065,0.038,0.083,0.016,0.004,0.028,0.068,0.029,0.065,0.026,0.039,0.122,0.026,0.048,0.036,0.045,0.004,0.001,0.017,0.031,0.018,0.043,0.965,0,
1426,4088,0.117,0.013,0.075,0.022,0.057,0.068,0.066,0.033,0.032,0.017,0.042,0.037,0.033,0.052,0.047,0.028,0.047,0.026,0.045,0.045,0.020,0.026,0.008,0.004,0.961,0,
1427,2834,0.104,0.042,0.011,0.077,0.070,0.040,0.030,0.019,0.028,0.029,0.022,0.020,0.059,0.154,0.024,0.043,0.034,0.031,0.004,0.041,0.045,0.023,0.047,0.000,0.998,0,
1428,4290,0.130,0.028,0.025,0.081,0.004,0.015,0.017,0.081,0.075,0.019,0.066,0.059,0.066,0.007,0.032,0.032,0.044,0.044,0.018,0.025,0.036,0.019,0.008,0.045,0.975,0,
1429,3553,0.150,0.070,0.052,0.002,0.047,0.079,0.083,0.033,0.049,0.040,0.069,0.058,0.048,0.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1430,6018,0.131,0.063,0.066,0.039,0.041,0.043,0.003,0.003,0.003,0.006,0.063,0.073,0.027,0.031,0.046,0.024,0.034,0.039,0.015,0.021,0.024,0.014,0.023,0.043,0.876,0,
1431,3547,0.122,0.058,0.015,0.072,0.022,0.057,0.029,0.018,0.056,0.072,0.068,0.044,0.069,0.016,0.026,0.046,0.041,0.047,0.043,0.037,0.041,0.000,0.000,0.000,1.000,1,
1432,3945,0.120,0.018,0.011,0.068,0.023,0.008,0.034,0.052,0.083,0.068,0.054,0.009,0.020,0.033,0.023,0.034,0.044,0.033,0.016,0.019,0.011,0.046,0.004,0.048,0.882,0,
1433,4618,0.105,0.065,0.023,0.062,0.009,0.041,0.008,0.027,0.025,0.058,0.080,0.060,0.081,0.053,0.024,0.023,0.048,0.047,0.039,0.045,0.006,0.040,0.023,0.009,1.000,0,
1434,6107,0.123,0.054,0.068,0.066,0.077,0.015,0.070,0.030,0.051,0.064,0.068,0.006,0.014,0.020,0.035,0.035,0.033,0.032,0.014,0.006,0.025,0.031,0.036,0.000,0.973,0,
1435,5870,0.139,0.058,0.060,0.054,0.018,0.020,0.039,0.044,0.020,0.051,0.043,0.036,0.064,0.081,0.023,0.050,0.045,0.028,0.038,0.007,0.019,0.005,0.017,0.033,0.990,0,
1436,2897,0.105,0.031,0.010,0.035,0.080,0.015,0.078,0.023,0.028,0.080,0.019,0.066,0.074,0.019,0.049,0.023,0.040,0.050,0.007,0.049,0.036,0.036,0.042,0.007,1.000,0,
1437,3433,0.128,0.004,0.027,0.080,0.024,0.021,0.032,0.054,0.030,0.017,0.018,0.012,0.037,0.080,0.031,0.029,0.028,0.022,0.037,0.028,0.047,0.042,0.027,0.031,0.885,0,
1438,2939,0.137,0.078,0.005,0.058,0.045,0.054,0.023,0.008,0.005,0.042,0.023,0.012,0.022,0.095,0.047,0.042,0.048,0.024,0.044,0.030,0.046,0.046,0.011,0.032,0.974,0,
1439,3763,0.131,0.080,0.062,0.052,0.050,0.004,0.037,0.059,0.083,0.031,0.012,0.021,0.027,0.038,0.029,0.043,0.020,0.040,0.033,0.011,0.002,0.046,0.047,0.035,0.994,0,
1440,3574,0.112,0.081,0.065,0.042,0.030,0.046,0.028,0.054,0.047,0.038,0.063,0.005,0.082,0.005,0.029,0.043,0.034,0.044,0.027,0.038,0.025,0.024,0.033,0.006,1.000,0,
1441,5485,0.120,0.030,0.060,0.002,0.075,0.058,0.017,0.043,0.028,0.022,0.024,0.003,0.081,0.300,0.047,0.041,0.025,0.024,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1442,4504,0.100,0.083,0.002,0.000,0.016,0.068,0.017,0.070,0.013,0.036,0.039,0.074,0.078,0.009,0.041,0.049,0.022,0.029,0.001,0.036,0.009,0.006,0.036,0.003,0.838,0,
1443,3917,0.121,0.028,0.061,0.020,0.003,0.016,0.056,0.040,0.013,0.051,0.070,0.002,0.039,0.006,0.041,0.021,0.048,0.046,0.033,0.008,0.017,0.030,0.040,0.034,0.844,0,
1444,5484,0.115,0.052,0.029,0.013,0.065,0.080,0.059,0.069,0.036,0.065,0.068,0.058,0.038,0.069,0.028,0.035,0.032,0.034,0.044,0.010,0.000,0.000,0.000,0.000,1.000,1,
1445,3094,0.126,0.007,0.003,0.037,0.056,0.082,0.023,0.074,0.051,0.038,0.060,0.065,0.023,0.277,0.027,0.040,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1446,3541,0.124,0.069,0.057,0.042,0.043,0.017,0.047,0.038,0.052,0.011,0.001,0.039,0.078,0.014,0.029,0.032,0.034,0.022,0.047,0.006,0.010,0.044,0.003,0.024,0.883,0,
1447,3372,0.116,0.005,0.009,0.017,0.042,0.026,0.068,0.046,0.001,0.027,0.020,0.064,0.074,0.036,0.024,0.034,0.042,0.029,0.011,0.034,0.041,0.030,0.016,0.014,0.826,0,
1448,4372,0.124,0.028,0.059,0.013,0.006,0.060,0.058,0.028,0.029,0.053,0.041,0.064,0.061,0.049,0.034,0.022,0.029,0.021,0.007,0.004,0.012,0.033,0.031,0.017,0.886,0,
1449,5914,0.129,0.082,0.029,0.020,0.009,0.011,0.069,0.060,0.000,0.046,0.002,0.076,0.016,0.008,0.041,0.049,0.041,0.024,0.020,0.036,0.002,0.001,0.046,0.025,0.841,0,
1450,4314,0.147,0.015,0.046,0.055,0.020,0.081,0.037,0.042,0.046,0.066,0.081,0.051,0.025,0.020,0.045,0.041,0.050,0.028,0.003,0.029,0.045,0.029,0.000,0.000,1.000,1,
1451,3350,0.118,0.066,0.003,0.031,0.046,0.009,0.073,0.044,0.073,0.076,0.074,0.082,0.079,0.015,0.023,0.035,0.027,0.049,0.013,0.033,0.022,0.010,0.000,0.000,1.000,1,
1452,2918,0.101,0.016,0.021,0.029,0.067,0.064,0.042,0.037,0.067,0.048,0.004,0.057,0.053,0.042,0.036,0.041,0.022,0.037,0.020,0.013,0.026,0.027,0.045,0.035,0.951,0,
1453,4660,0.120,0.004,0.008,0.003,0.027,0.015,0.032,0.066,0.019,0.037,0.045,0.046,0.002,0.059,0.025,0.034,0.040,0.037,0.036,0.015,0.033,0.019,0.038,0.013,0.772,0,
1454,5304,0.115,0.069,0.016,0.030,0.065,0.022,0.011,0.022,0.013,0.080,0.027,0.064,0.025,0.302,0.025,0.026,0.031,0.026,0.005,0.006,0.019,0.001,0.002,0.000,1.000,1,
1455,4914,0.145,0.017,0.057,0.045,0.081,0.077,0.023,0.033,0.050,0.014,0.071,0.041,0.054,0.052,0.035,0.043,0.036,0.033,0.022,0.005,0.012,0.035,0.016,0.000,0.997,0,
1456,7361,0.122,0.026,0.047,0.055,0.001,0.037,0.080,0.056,0.029,0.044,0.027,0.004,0.018,0.038,0.043,0.048,0.035,0.040,0.049,0.018,0.037,0.036,0.044,0.008,0.941,0,
1457,4872,0.139,0.016,0.063,0.020,0.078,0.021,0.026,0.022,0.062,0.055,0.071,0.009,0.037,0.056,0.035,0.036,0.048,0.020,0.003,0.044,0.039,0.019,0.043,0.026,0.988,0,
1458,3084,0.121,0.033,0.036,0.038,0.006,0.004,0.030,0.057,0.023,0.032,0.070,0.009,0.073,0.022,0.043,0.021,0.045,0.036,0.020,0.042,0.009,0.014,0.011,0.035,0.830,0,
1459,8034,0.110,0.054,0.049,0.032,0.062,0.056,0.034,0.001,0.041,0.064,0.012,0.058,0.007,0.002,0.046,0.047,0.050,0.026,0.034,0.007,0.006,0.041,0.017,0.010,0.865,0,
1460,3651,0.130,0.046,0.006,0.045,0.055,0.044,0.025,0.049,0.059,0.030,0.056,0.024,0.055,0.029,0.037,0.027,0.022,0.045,0.039,0.043,0.012,0.009,0.041,0.028,0.955,0,
1461,2809,0.104,0.052,0.040,0.027,0.028,0.021,0.082,0.042,0.066,0.073,0.053,0.040,0.061,0.048,0.021,0.033,0.025,0.039,0.029,0.004,0.017,0.013,0.034,0.001,0.951,0,
1462,2736,0.116,0.069,0.028,0.004,0.061,0.073,0.074,0.023,0.019,0.030,0.081,0.027,0.054,0.012,0.046,0.048,0.037,0.037,0.007,0.021,0.012,0.034,0.003,0.016,0.931,0,
1463,3737,0.138,0.002,0.068,0.006,0.083,0.067,0.062,0.067,0.047,0.010,0.046,0.052,0.056,0.043,0.041,0.042,0.029,0.042,0.023,0.030,0.019,0.016,0.011,0.001,1.000,0,
1464,6106,0.135,0.080,0.033,0.012,0.029,0.083,0.045,0.020,0.031,0.000,0.044,0.000,0.055,0.058,0.024,0.023,0.038,0.043,0.028,0.029,0.021,0.024,0.036,0.018,0.910,0,
1465,6739,0.106,0.018,0.007,0.008,0.006,0.046,0.001,0.082,0.080,0.027,0.031,0.047,0.040,0.048,0.036,0.040,0.042,0.034,0.017,0.047,0.002,0.030,0.002,0.040,0.836,0,
1466,5251,0.117,0.027,0.053,0.034,0.028,0.003,0.012,0.013,0.023,0.035,0.040,0.060,0.004,0.009,0.043,0.042,0.026,0.025,0.046,0.000,0.002,0.043,0.016,0.032,0.733,0,
1467,4990,0.121,0.070,0.045,0.016,0.026,0.079,0.007,0.042,0.006,0.054,0.027,0.061,0.063,0.092,0.044,0.024,0.036,0.040,0.011,0.008,0.033,0.004,0.039,0.041,0.993,0,
1468,5362,0.135,0.005,0.043,0.019,0.063,0.050,0.064,0.075,0.031,0.063,0.026,0.081,0.014,0.243,0.021,0.023,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1469,2743,0.147,0.067,0.052,0.073,0.008,0.081,0.033,0.048,0.002,0.022,0.002,0.030,0.072,0.039,0.028,0.026,0.028,0.026,0.036,0.040,0.007,0.039,0.004,0.019,0.929,0,
1470,4040,0.126,0.042,0.015,0.042,0.066,0.017,0.040,0.005,0.077,0.008,0.079,0.028,0.022,0.026,0.028,0.038,0.023,0.021,0.042,0.019,0.039,0.014,0.005,0.046,0.867,0,
1471,5311,0.101,0.036,0.073,0.068,0.054,0.067,0.082,0.069,0.038,0.082,0.080,0.032,0.037,0.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1472,3755,0.101,0.005,0.027,0.037,0.059,0.033,0.037,0.035,0.052,0.050,0.065,0.033,0.020,0.017,0.029,0.028,0.044,0.050,0.013,0.048,0.031,0.029,0.030,0.042,0.915,0,
1473,6201,0.109,0.007,0.054,0.013,0.078,0.008,0.025,0.073,0.040,0.075,0.022,0.070,0.037,0.160,0.049,0.039,0.034,0.042,0.012,0.028,0.026,0.000,0.000,0.000,1.000,1,
1474,4192,0.121,0.049,0.005,0.076,0.038,0.065,0.031,0.022,0.058,0.016,0.002,0.074,0.056,0.035,0.022,0.024,0.046,0.027,0.007,0.033,0.013,0.030,0.005,0.033,0.887,0,
1475,2869,0.118,0.006,0.060,0.062,0.074,0.053,0.062,0.014,0.055,0.013,0.036,0.076,0.004,0.066,0.048,0.043,0.039,0.031,0.027,0.013,0.020,0.046,0.034,0.000,1.000,1,
1476,4157,0.131,0.057,0.059,0.057,0.025,0.013,0.003,0.022,0.017,0.019,0.051,0.055,0.061,0.154,0.022,0.027,0.039,0.027,0.013,0.004,0.037,0.019,0.024,0.041,0.978,0,
1477,3471,0.134,0.060,0.013,0.069,0.040,0.012,0.067,0.076,0.045,0.015,0.057,0.017,0.081,0.162,0.044,0.044,0.023,0.024,0.002,0.014,0.000,0.000,0.000,0.000,1.000,1,
1478,3100,0.149,0.035,0.067,0.009,0.072,0.049,0.076,0.041,0.026,0.006,0.009,0.035,0.075,0.017,0.031,0.031,0.024,0.050,0.044,0.003,0.046,0.048,0.026,0.000,0.966,0,
1479,3943,0.131,0.025,0.054,0.014,0.002,0.050,0.023,0.058,0.079,0.033,0.010,0.011,0.072,0.070,0.046,0.037,0.044,0.024,0.014,0.029,0.049,0.015,0.023,0.037,0.952,0,
1480,2994,0.128,0.078,0.045,0.042,0.027,0.055,0.005,0.082,0.006,0.011,0.055,0.012,0.076,0.250,0.047,0.040,0.039,0.002,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1481,6501,0.121,0.050,0.012,0.003,0.072,0.000,0.069,0.004,0.072,0.012,0.027,0.062,0.018,0.031,0.038,0.046,0.022,0.026,0.030,0.002,0.031,0.045,0.026,0.031,0.850,0,
1482,3819,0.110,0.064,0.004,0.060,0.035,0.017,0.071,0.051,0.050,0.048,0.081,0.053,0.019,0.021,0.036,0.045,0.038,0.022,0.008,0.030,0.011,0.002,0.028,0.014,0.918,0,
1483,3021,0.149,0.001,0.022,0.038,0.006,0.031,0.067,0.016,0.029,0.045,0.022,0.040,0.011,0.070,0.021,0.027,0.041,0.047,0.045,0.026,0.040,0.009,0.027,0.020,0.849,0,
1484,3396,0.102,0.034,0.009,0.067,0.039,0.034,0.065,0.068,0.063,0.054,0.031,0.019,0.055,0.032,0.041,0.037,0.042,0.045,0.046,0.008,0.006,0.036,0.025,0.044,1.000,0,
1485,3617,0.113,0.062,0.056,0.036,0.083,0.048,0.002,0.082,0.042,0.055,0.031,0.010,0.070,0.083,0.025,0.042,0.026,0.029,0.021,0.050,0.035,0.000,0.000,0.000,1.000,1,
1486,2773,0.134,0.030,0.015,0.027,0.049,0.023,0.054,0.034,0.052,0.061,0.026,0.005,0.072,0.216,0.028,0.035,0.035,0.039,0.034,0.028,0.002,0.000,0.000,0.000,1.000,1,
1487,2715,0.148,0.078,0.005,0.044,0.081,0.058,0.002,0.033,0.043,0.022,0.030,0.012,0.048,0.080,0.035,0.029,0.049,0.027,0.002,0.049,0.045,0.004,0.049,0.004,0.980,0,
1488,5796,0.130,0.034,0.054,0.063,0.034,0.015,0.045,0.050,0.027,0.061,0.017,0.017,0.050,0.005,0.036,0.049,0.028,0.046,0.032,0.032,0.050,0.005,0.049,0.023,0.951,0,
1489,5196,0.102,0.058,0.047,0.033,0.080,0.004,0.029,0.047,0.002,0.080,0.001,0.066,0.046,0.134,0.042,0.028,0.039,0.039,0.013,0.047,0.041,0.022,0.000,0.000,1.000,1,
1490,3191,0.137,0.001,0.041,0.041,0.080,0.006,0.045,0.000,0.083,0.017,0.017,0.028,0.033,0.128,0.044,0.025,0.037,0.034,0.047,0.043,0.017,0.019,0.017,0.036,0.977,0,
1491,5505,0.103,0.076,0.082,0.058,0.006,0.051,0.080,0.035,0.005,0.034,0.016,0.024,0.080,0.049,0.023,0.034,0.036,0.033,0.022,0.034,0.001,0.016,0.033,0.042,0.974,0,
1492,2972,0.121,0.036,0.065,0.019,0.034,0.060,0.082,0.061,0.060,0.078,0.013,0.039,0.072,0.082,0.046,0.050,0.023,0.020,0.040,0.000,0.000,0.000,0.000,0.000,1.000,1,
1493,5103,0.106,0.059,0.022,0.026,0.039,0.001,0.037,0.082,0.053,0.063,0.055,0.010,0.006,0.044,0.046,0.036,0.036,0.046,0.021,0.022,0.037,0.035,0.045,0.036,0.960,0,
1494,3453,0.145,0.070,0.053,0.011,0.064,0.055,0.041,0.068,0.073,0.042,0.046,0.055,0.059,0.022,0.021,0.033,0.028,0.040,0.020,0.019,0.008,0.004,0.015,0.009,1.000,0,
1495,2976,0.128,0.068,0.022,0.083,0.045,0.042,0.011,0.020,0.029,0.027,0.010,0.046,0.010,0.031,0.029,0.031,0.035,0.045,0.001,0.036,0.038,0.011,0.015,0.019,0.833,0,
1496,3438,0.139,0.046,0.018,0.035,0.048,0.059,0.051,0.005,0.049,0.071,0.059,0.068,0.032,0.176,0.030,0.035,0.037,0.030,0.013,0.000,0.000,0.000,0.000,0.000,1.000,1,
1497,4466,0.141,0.039,0.066,0.029,0.048,0.041,0.023,0.064,0.002,0.031,0.045,0.082,0.058,0.044,0.021,0.026,0.039,0.039,0.012,0.035,0.018,0.026,0.032,0.037,1.000,0,
1498,3995,0.117,0.006,0.027,0.045,0.018,0.029,0.053,0.041,0.059,0.014,0.067,0.010,0.038,0.036,0.042,0.031,0.027,0.049,0.020,0.009,0.030,0.041,0.010,0.009,0.829,0,
1499,6567,0.137,0.004,0.046,0.025,0.037,0.043,0.047,0.023,0.018,0.029,0.081,0.000,0.002,0.086,0.036,0.042,0.045,0.039,0.012,0.026,0.043,0.042,0.048,0.034,0.944,0,
1500,4271,0.128,0.024,0.036,0.025,0.012,0.064,0.045,0.044,0.082,0.051,0.032,0.055,0.017,0.077,0.041,0.024,0.033,0.042,0.036,0.009,0.020,0.027,0.019,0.017,0.961,0,
1501,5225,0.135,0.067,0.029,0.009,0.023,0.017,0.019,0.077,0.068,0.055,0.029,0.003,0.073,0.076,0.033,0.034,0.043,0.033,0.007,0.032,0.001,0.033,0.009,0.024,0.929,0,
1502,3818,0.130,0.027,0.078,0.025,0.029,0.024,0.058,0.009,0.017,0.016,0.075,0.047,0.028,0.211,0.040,0.029,0.045,0.042,0.015,0.049,0.007,0.000,0.000,0.000,1.000,1,
1503,4266,0.130,0.052,0.006,0.070,0.047,0.044,0.038,0.070,0.036,0.067,0.047,0.007,0.037,0.120,0.048,0.022,0.020,0.048,0.018,0.013,0.001,0.011,0.033,0.014,1.000,0,
1504,4159,0.145,0.004,0.044,0.071,0.054,0.028,0.052,0.070,0.074,0.040,0.035,0.074,0.042,0.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1505,3811,0.121,0.013,0.046,0.079,0.042,0.010,0.067,0.076,0.007,0.011,0.050,0.032,0.067,0.069,0.029,0.036,0.028,0.048,0.038,0.025,0.018,0.048,0.017,0.001,0.980,0,
1506,4433,0.111,0.044,0.071,0.030,0.052,0.002,0.019,0.068,0.017,0.077,0.055,0.002,0.079,0.097,0.042,0.035,0.037,0.034,0.048,0.040,0.032,0.009,0.000,0.000,1.000,1,
1507,5462,0.122,0.047,0.079,0.076,0.051,0.080,0.041,0.054,0.062,0.081,0.046,0.035,0.011,0.007,0.031,0.025,0.029,0.029,0.034,0.042,0.018,0.000,0.000,0.000,1.000,1,
1508,7679,0.137,0.069,0.063,0.041,0.030,0.055,0.028,0.039,0.032,0.040,0.029,0.029,0.026,0.242,0.034,0.047,0.043,0.014,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1509,9593,0.144,0.004,0.041,0.081,0.015,0.059,0.021,0.031,0.020,0.032,0.076,0.080,0.054,0.059,0.031,0.026,0.022,0.039,0.006,0.045,0.037,0.022,0.045,0.007,1.000,0,
1510,5529,0.139,0.025,0.067,0.033,0.046,0.018,0.028,0.068,0.049,0.016,0.029,0.062,0.027,0.045,0.044,0.021,0.034,0.022,0.002,0.017,0.007,0.011,0.017,0.001,0.826,0,
1511,3730,0.143,0.048,0.018,0.073,0.032,0.065,0.030,0.025,0.077,0.070,0.071,0.078,0.030,0.071,0.026,0.046,0.027,0.021,0.045,0.005,0.000,0.000,0.000,0.000,1.000,1,
1512,8120,0.132,0.002,0.010,0.039,0.023,0.062,0.032,0.001,0.055,0.001,0.060,0.075,0.051,0.099,0.024,0.036,0.025,0.050,0.011,0.045,0.030,0.037,0.046,0.044,0.990,0,
